,pt1,pt2,dist,time,bat
2343,"(34.23702, -118.597759)","(33.860704, -117.865217)",91190.0,4575.0,346238348.0548505
2344,"(34.23702, -118.597759)","(34.689589, -118.130371)",91670.0,4426.0,568540061.8323987
2345,"(34.23702, -118.597759)","(34.118101, -116.45646)",236530.0,10692.0,1367390829.3058145
2346,"(34.23702, -118.597759)","(37.73137, -122.212097)",565290.0,23584.0,2762851092.8874335
2347,"(34.23702, -118.597759)","(37.88175, -122.306259)",584068.0,24388.0,2854429187.4337144
2348,"(34.23702, -118.597759)","(34.886448, -117.079423)",196413.0,9300.0,1045015305.7327033
2349,"(34.23702, -118.597759)","(33.807567, -118.284438)",67594.0,3300.0,226920266.68083516
2350,"(34.23702, -118.597759)","(33.810331, -118.162929)",75254.0,3649.0,269419444.17739874
2351,"(34.23702, -118.597759)","(33.703906, -117.863732)",105246.0,5120.0,401015830.6410014
2352,"(34.23702, -118.597759)","(37.746023, -122.188974)",564778.0,23519.0,2765460119.118694
2353,"(34.23702, -118.597759)","(37.798995, -122.28338)",574796.0,23934.0,2816416656.36974
2354,"(34.23702, -118.597759)","(37.299692, -120.486137)",417608.0,17699.0,2018663730.0003386
2355,"(34.23702, -118.597759)","(34.059216, -117.722362)",96645.0,4655.0,442958667.0449168
2356,"(34.23702, -118.597759)","(35.35007, -119.00349)",156756.0,7065.0,709090043.7192341
2357,"(34.23702, -118.597759)","(34.098543, -117.288482)",135678.0,6314.0,647377723.3908938
2358,"(34.23702, -118.597759)","(33.96068, -117.454372)",126122.0,5960.0,574601305.4054066
2359,"(34.23702, -118.597759)","(33.71397, -117.996294)",97516.0,4686.0,366312733.2081241
2360,"(34.23702, -118.597759)","(34.283588, -118.43876)",20183.0,1206.0,100419846.80589008
2361,"(34.23702, -118.597759)","(34.123436, -118.258072)",42184.0,2221.0,141466493.00401196
2362,"(34.23702, -118.597759)","(34.003413, -117.924743)",79348.0,4011.0,308617062.58859825
2363,"(34.23702, -118.597759)","(33.78311, -118.222)",76757.0,3792.0,264991258.740491
2364,"(34.23702, -118.597759)","(36.075856, -119.043996)",237270.0,10481.0,1115115200.6566103
2365,"(34.23702, -118.597759)","(34.060751, -117.578939)",110741.0,5226.0,521863768.9951912
2366,"(34.23702, -118.597759)","(33.803166, -117.874464)",93122.0,4675.0,350986710.0208185
2367,"(34.23702, -118.597759)","(34.02094, -117.385415)",130154.0,5965.0,620234552.2668389
2368,"(34.23702, -118.597759)","(33.845681, -118.344675)",59407.0,3037.0,192030685.0854296
2369,"(34.23702, -118.597759)","(33.723615, -117.853194)",100296.0,5000.0,377151655.78355515
2370,"(34.23702, -118.597759)","(32.596725, -117.019495)",256716.0,11753.0,1154424486.4677057
2371,"(34.23702, -118.597759)","(37.729674, -121.124083)",496794.0,21193.0,2392613147.52577
2372,"(34.23702, -118.597759)","(35.252112, -120.685975)",267857.0,12456.0,1194968189.2027576
2373,"(34.23702, -118.597759)","(33.94366, -117.28033)",142825.0,6566.0,743982997.2004561
2374,"(34.23702, -118.597759)","(33.862442, -117.993016)",78734.0,3980.0,281156219.81234837
2375,"(34.23702, -118.597759)","(36.282461, -119.793046)",296510.0,13102.0,1376985905.8509214
2376,"(34.23702, -118.597759)","(34.002873, -117.686257)",102238.0,4850.0,455512625.92334014
2377,"(34.23702, -118.597759)","(33.603063, -114.598023)",403246.0,17094.0,1955878121.6617498
2378,"(34.23702, -118.597759)","(36.182337, -119.330196)",253442.0,10916.0,1198074625.5052953
2379,"(34.23702, -118.597759)","(37.386235, -121.917452)",529735.0,22574.0,2553650003.6822205
2380,"(34.23702, -118.597759)","(34.07117, -117.494601)",119625.0,5611.0,571966378.2814535
2381,"(34.23702, -118.597759)","(34.002506, -118.170811)",56235.0,3015.0,175549527.33062616
2382,"(34.23702, -118.597759)","(37.360196, -121.903733)",527043.0,22467.0,2541680560.290803
2383,"(34.23702, -118.597759)","(37.788561, -121.288932)",502219.0,20794.0,2460971858.8435397
2384,"(34.23702, -118.597759)","(33.745814, -117.84668)",98130.0,4766.0,380050494.04371274
2385,"(34.23702, -118.597759)","(36.950158, -120.04964)",361853.0,15259.0,1756657145.413962
2386,"(34.23702, -118.597759)","(32.794671, -115.539473)",388554.0,17029.0,1806896418.3219748
2387,"(34.23702, -118.597759)","(35.6451, -120.653671)",308128.0,13675.0,1490042775.6371362
2388,"(34.23702, -118.597759)","(34.01665, -118.208679)",51665.0,2795.0,160308937.97898787
2389,"(34.23702, -118.597759)","(34.137674, -116.303336)",251317.0,11639.0,1361658295.053591
2390,"(34.23702, -118.597759)","(35.400164, -119.399727)",175409.0,7753.0,803690309.3844846
2391,"(34.23702, -118.597759)","(37.604307, -122.375844)",578064.0,24636.0,2792118005.7072287
2392,"(34.23702, -118.597759)","(33.952886, -118.377315)",46453.0,2425.0,130158634.69776544
2393,"(34.23702, -118.597759)","(33.839783, -117.254204)",153164.0,6959.0,788883313.0268834
2394,"(34.23702, -118.597759)","(34.919891, -120.47825)",223732.0,10630.0,979199257.0629933
2395,"(34.23702, -118.597759)","(34.063139, -117.61148)",107877.0,5056.0,511432223.4456643
2396,"(34.23702, -118.597759)","(33.933343, -118.370006)",48436.0,2456.0,148234764.91079056
2397,"(34.23702, -118.597759)","(38.235619, -122.265503)",613154.0,25759.0,2995591909.4165187
2398,"(34.23702, -118.597759)","(34.660758, -120.452355)",210420.0,9729.0,921034853.8728181
2399,"(34.23702, -118.597759)","(34.05305, -118.116522)",59726.0,3211.0,219689733.81137186
2400,"(34.23702, -118.597759)","(33.545881, -117.191846)",175590.0,7844.0,864243391.7400016
2401,"(34.23702, -118.597759)","(34.060637, -117.488248)",119154.0,5548.0,569081826.4421945
2402,"(34.23702, -118.597759)","(33.919681, -117.940717)",81678.0,4410.0,297975872.2647173
2403,"(34.23702, -118.597759)","(37.630952, -120.918922)",478585.0,20810.0,2270096287.1525054
2404,"(34.23702, -118.597759)","(34.097359, -117.37883)",129281.0,6075.0,631551798.571198
2405,"(34.23702, -118.597759)","(34.069321, -117.45157)",122035.0,5674.0,597637342.781597
2406,"(34.23702, -118.597759)","(33.904195, -116.552357)",211765.0,9399.0,1015930402.3027505
2407,"(34.23702, -118.597759)","(35.210277, -118.832618)",152927.0,7096.0,684074081.2152123
2408,"(34.23702, -118.597759)","(35.443791, -119.077703)",164965.0,7397.0,760431130.8683621
2409,"(34.23702, -118.597759)","(34.247415, -118.405835)",24632.0,1303.0,106884921.37561011
2410,"(34.23702, -118.597759)","(35.61701, -119.658905)",208247.0,9062.0,967521374.1651644
2411,"(34.23702, -118.597759)","(35.125636, -118.408202)",160797.0,7396.0,1070890035.9461782
2412,"(34.23702, -118.597759)","(36.352663, -119.42401)",274413.0,11778.0,1305056548.8913186
2413,"(34.23702, -118.597759)","(33.928312, -117.558425)",124067.0,5816.0,559584731.0066748
2414,"(34.23702, -118.597759)","(33.921013, -118.221077)",63791.0,3280.0,206880095.72212186
2415,"(34.23702, -118.597759)","(33.832757, -118.235208)",68173.0,3387.0,226290500.2245893
2416,"(34.23702, -118.597759)","(37.275418, -121.866073)",518606.0,22080.0,2510192425.3077416
2417,"(34.23702, -118.597759)","(37.70687, -122.1594)",560393.0,23334.0,2745694048.0835366
2418,"(34.23702, -118.597759)","(37.31412, -121.86017)",521555.0,22235.0,2519025393.4227705
2419,"(34.23702, -118.597759)","(33.888576, -117.275543)",147726.0,6726.0,763644171.7093776
2420,"(34.23702, -118.597759)","(34.065605, -117.554952)",112689.0,5319.0,536836582.76806426
2421,"(34.23702, -118.597759)","(37.110094, -121.015475)",415244.0,17318.0,2026364223.5063627
2422,"(34.23702, -118.597759)","(38.235619, -122.265503)",613154.0,25759.0,2995591909.4165187
2423,"(34.23702, -118.597759)","(34.425432, -117.291142)",163839.0,7558.0,989270916.8648821
2424,"(34.23702, -118.597759)","(36.34122, -119.38985)",273954.0,11824.0,1292972072.2386565
2425,"(34.23702, -118.597759)","(33.7822, -118.2108)",75818.0,3711.0,265181658.10631126
2426,"(34.23702, -118.597759)","(37.44836, -122.11823)",548916.0,23373.0,2647932343.7413206
2427,"(34.23702, -118.597759)","(35.6157, -119.65721)",208512.0,9083.0,968597629.9190377
2428,"(34.23702, -118.597759)","(34.00562, -118.12381)",60505.0,3267.0,197775706.45234355
2429,"(34.23702, -118.597759)","(37.93507, -121.31174)",519422.0,21534.0,2544075275.5003595
2430,"(34.23702, -118.597759)","(34.56089, -120.14103)",179042.0,8799.0,781256951.7767057
2431,"(34.23702, -118.597759)","(35.97851, -114.83517)",461783.0,20310.0,2405573445.9174433
2432,"(34.23702, -118.597759)","(34.81936, -120.23188)",201153.0,10593.0,879594174.846491
2433,"(34.23702, -118.597759)","(38.05056, -122.5332)",617497.0,25977.0,3019682945.714604
2434,"(34.23702, -118.597759)","(37.98506, -120.36808)",514758.0,23180.0,2585671081.757832
2435,"(34.23702, -118.597759)","(34.12744, -118.44347)",26313.0,1628.0,144469626.69779223
2436,"(34.23702, -118.597759)","(33.86032, -118.2766)",63320.0,3175.0,200563911.28032348
2437,"(34.23702, -118.597759)","(37.69209, -122.42348)",591504.0,25270.0,2868886521.4512563
2438,"(34.23702, -118.597759)","(37.95417, -120.41887)",507047.0,22659.0,2504053482.0544114
2439,"(34.23702, -118.597759)","(35.441284, -119.250429)",172949.0,7924.0,772642906.629645
2440,"(34.23702, -118.597759)","(33.02008, -117.28097)",201047.0,9383.0,870012574.7995816
2441,"(34.23702, -118.597759)","(33.83835, -116.54484)",215416.0,9675.0,1001554282.6720984
2442,"(34.23702, -118.597759)","(34.61812, -120.18705)",190938.0,8604.0,876817839.6916502
2443,"(34.23702, -118.597759)","(35.39038, -119.09019)",162350.0,7405.0,726909595.8159627
2444,"(34.23702, -118.597759)","(34.65054, -120.4583)",208807.0,9603.0,918700336.6020755
2445,"(34.23702, -118.597759)","(36.97874, -121.9536)",524026.0,22579.0,2508872682.431709
2446,"(34.23702, -118.597759)","(37.86697, -122.26723)",579621.0,24411.0,2835983359.213183
2447,"(34.23702, -118.597759)","(35.46767, -119.07412)",167300.0,7442.0,790978981.2927628
2448,"(34.23702, -118.597759)","(33.89859, -118.27977)",60815.0,3176.0,193913599.8933479
2449,"(34.23702, -118.597759)","(33.7441, -118.19161)",80187.0,3929.0,284725068.79339206
2450,"(34.23702, -118.597759)","(34.07523, -117.29432)",137665.0,6338.0,659640947.4043697
2451,"(33.676026, -117.764558)","(35.317617, -119.039048)",236817.0,10273.0,1187409211.628265
2452,"(33.676026, -117.764558)","(36.72136, -119.761165)",415192.0,17571.0,2082318136.9076793
2453,"(33.676026, -117.764558)","(37.642339, -122.117821)",645794.0,27071.0,3219757338.2555146
2454,"(33.676026, -117.764558)","(32.631042, -117.057953)",143355.0,6506.0,686164176.4793862
2455,"(33.676026, -117.764558)","(32.978339, -117.034924)",122147.0,5622.0,620957162.0498651
2456,"(33.676026, -117.764558)","(33.862772, -117.234706)",76864.0,3967.0,471027171.04146
2457,"(33.676026, -117.764558)","(34.025657, -118.031019)",61107.0,3091.0,281359234.9074771
2458,"(33.676026, -117.764558)","(33.968221, -118.109093)",49293.0,2380.0,224215351.6658174
2459,"(33.676026, -117.764558)","(34.209219, -118.496403)",102626.0,4744.0,548431399.9506881
2460,"(33.676026, -117.764558)","(34.091688, -117.87986)",57586.0,2975.0,298826440.7876417
2461,"(33.676026, -117.764558)","(34.23702, -118.597759)",114134.0,5388.0,609372440.4847385
2462,"(33.676026, -117.764558)","(36.220567, -115.125553)",433844.0,18029.0,2360436739.7404084
2463,"(33.676026, -117.764558)","(33.899899, -118.207088)",56014.0,2790.0,246518749.91357484
2464,"(33.676026, -117.764558)","(34.047068, -117.634077)",54577.0,2944.0,310447579.1429687
2465,"(33.676026, -117.764558)","(34.042311, -117.584572)",61763.0,3125.0,346828745.59531987
2466,"(33.676026, -117.764558)","(36.169487, -119.338155)",339409.0,14473.0,1698871444.8176095
2467,"(33.676026, -117.764558)","(34.508713, -117.332343)",125637.0,5652.0,872728238.9325644
2468,"(33.676026, -117.764558)","(34.421443, -119.684178)",220194.0,9799.0,1054886705.8933941
2469,"(33.676026, -117.764558)","(36.590599, -119.4258)",398331.0,17097.0,1979216927.1151776
2470,"(33.676026, -117.764558)","(35.75191, -119.240762)",290983.0,12527.0,1453455370.5958884
2471,"(33.676026, -117.764558)","(34.539391, -117.2962)",129730.0,5765.0,875162753.2215896
2472,"(33.676026, -117.764558)","(36.76452, -119.8305)",420587.0,17666.0,2120758328.6166172
2473,"(33.676026, -117.764558)","(33.887527, -117.571533)",41827.0,2088.0,230195508.98351976
2474,"(33.676026, -117.764558)","(33.923992, -117.411949)",56880.0,2776.0,326799041.07882553
2475,"(33.676026, -117.764558)","(37.632815, -122.398352)",669206.0,28309.0,3321492284.0229936
2476,"(33.676026, -117.764558)","(34.138664, -117.923766)",70267.0,3473.0,364545189.0411699
2477,"(33.676026, -117.764558)","(33.860704, -117.865217)",28330.0,1493.0,129303740.07268514
2478,"(33.676026, -117.764558)","(34.689589, -118.130371)",178570.0,7954.0,1078550376.7870197
2479,"(33.676026, -117.764558)","(34.118101, -116.45646)",169397.0,7754.0,1113848533.0456445
2480,"(33.676026, -117.764558)","(34.886448, -117.079423)",176194.0,7657.0,1061117413.4824754
2481,"(33.676026, -117.764558)","(33.807567, -118.284438)",57468.0,2777.0,256855984.39976668
2482,"(33.676026, -117.764558)","(33.810331, -118.162929)",44851.0,2148.0,200473136.19612727
2483,"(33.676026, -117.764558)","(33.703906, -117.863732)",14638.0,877.0,49802740.88271049
2484,"(33.676026, -117.764558)","(37.299692, -120.486137)",504459.0,21231.0,2525194365.1719136
2485,"(33.676026, -117.764558)","(34.059216, -117.722362)",60322.0,2940.0,348559098.61510706
2486,"(33.676026, -117.764558)","(35.35007, -119.00349)",243608.0,10598.0,1215529444.257401
2487,"(33.676026, -117.764558)","(34.098543, -117.288482)",79302.0,3740.0,457087810.697998
2488,"(33.676026, -117.764558)","(33.96068, -117.454372)",58726.0,2954.0,321604725.5024157
2489,"(33.676026, -117.764558)","(33.71397, -117.996294)",25353.0,1371.0,98326101.52562205
2490,"(33.676026, -117.764558)","(34.283588, -118.43876)",100365.0,4588.0,568197359.7779031
2491,"(33.676026, -117.764558)","(34.123436, -118.258072)",74034.0,3496.0,375210676.8132871
2492,"(33.676026, -117.764558)","(34.003413, -117.924743)",51355.0,2632.0,250696583.49817425
2493,"(33.676026, -117.764558)","(33.78311, -118.222)",55974.0,2746.0,244792408.59262046
2494,"(33.676026, -117.764558)","(36.075856, -119.043996)",324121.0,14014.0,1624207038.8212118
2495,"(33.676026, -117.764558)","(34.060751, -117.578939)",63442.0,3182.0,366817391.0607035
2496,"(33.676026, -117.764558)","(37.161682, -113.434692)",632323.0,25824.0,3512553924.8234315
2497,"(33.676026, -117.764558)","(33.803166, -117.874464)",20976.0,1131.0,94980292.74133463
2498,"(33.676026, -117.764558)","(37.081594, -113.576795)",615509.0,25164.0,3367532326.312664
2499,"(33.676026, -117.764558)","(34.02094, -117.385415)",69838.0,3335.0,397071029.9162179
2500,"(33.676026, -117.764558)","(33.845681, -118.344675)",65768.0,3141.0,304395295.4294794
2501,"(33.676026, -117.764558)","(33.723615, -117.853194)",11884.0,896.0,36826285.26675631
2502,"(33.676026, -117.764558)","(32.596725, -117.019495)",148997.0,6748.0,710320009.3140517
2503,"(33.676026, -117.764558)","(35.252112, -120.685975)",367861.0,16640.0,1759896225.1230555
2504,"(33.676026, -117.764558)","(33.94366, -117.28033)",75692.0,3628.0,489704020.3020093
2505,"(33.676026, -117.764558)","(33.862442, -117.993016)",32917.0,1627.0,141096417.69451073
2506,"(33.676026, -117.764558)","(36.282461, -119.793046)",383361.0,16635.0,1885876603.6190536
2507,"(33.676026, -117.764558)","(34.002873, -117.686257)",48938.0,2500.0,268371019.53297013
2508,"(33.676026, -117.764558)","(33.603063, -114.598023)",336112.0,14156.0,1695637639.236093
2509,"(33.676026, -117.764558)","(36.182337, -119.330196)",340293.0,14449.0,1708066650.1742945
2510,"(33.676026, -117.764558)","(37.386235, -121.917452)",616587.0,26106.0,3060027294.341113
2511,"(33.676026, -117.764558)","(34.07117, -117.494601)",67999.0,3389.0,393556441.3994319
2512,"(33.676026, -117.764558)","(34.002506, -118.170811)",56597.0,2686.0,263903845.71681756
2513,"(33.676026, -117.764558)","(37.360196, -121.903733)",613894.0,26000.0,3047967445.9442763
2514,"(33.676026, -117.764558)","(33.745814, -117.84668)",13641.0,761.0,57884099.62244451
2515,"(33.676026, -117.764558)","(36.950158, -120.04964)",448704.0,18792.0,2263224351.504446
2516,"(33.676026, -117.764558)","(32.794671, -115.539473)",298843.0,12948.0,1442031287.7810946
2517,"(33.676026, -117.764558)","(35.6451, -120.653671)",394979.0,17207.0,1998843403.0952785
2518,"(33.676026, -117.764558)","(34.01665, -118.208679)",60463.0,2855.0,287564606.74688965
2519,"(33.676026, -117.764558)","(34.137674, -116.303336)",184184.0,8701.0,1106381284.7949214
2520,"(33.676026, -117.764558)","(35.400164, -119.399727)",262261.0,11285.0,1311031225.4130013
2521,"(33.676026, -117.764558)","(37.604307, -122.375844)",664915.0,28169.0,3298404068.9145703
2522,"(33.676026, -117.764558)","(33.952886, -118.377315)",74518.0,3478.0,345032389.4256409
2523,"(33.676026, -117.764558)","(33.839783, -117.254204)",76515.0,3893.0,474194452.1903253
2524,"(33.676026, -117.764558)","(34.919891, -120.47825)",323736.0,14814.0,1548427613.299041
2525,"(33.676026, -117.764558)","(34.063139, -117.61148)",58223.0,3096.0,336671658.74364614
2526,"(33.676026, -117.764558)","(33.933343, -118.370006)",71719.0,3290.0,336114899.14541054
2527,"(33.676026, -117.764558)","(34.660758, -120.452355)",310424.0,13914.0,1491933292.564445
2528,"(33.676026, -117.764558)","(34.05305, -118.116522)",61283.0,3189.0,299689831.8496798
2529,"(33.676026, -117.764558)","(33.545881, -117.191846)",94961.0,4257.0,548195837.4751177
2530,"(33.676026, -117.764558)","(34.060637, -117.488248)",67529.0,3327.0,390242621.7358428
2531,"(33.676026, -117.764558)","(33.919681, -117.940717)",35799.0,2020.0,164041112.24344465
2532,"(33.676026, -117.764558)","(37.630952, -120.918922)",565436.0,24343.0,2775697293.4387927
2533,"(33.676026, -117.764558)","(34.097359, -117.37883)",78849.0,3947.0,456335320.15661407
2534,"(33.676026, -117.764558)","(34.069321, -117.45157)",70409.0,3452.0,419450865.11772573
2535,"(33.676026, -117.764558)","(33.904195, -116.552357)",144631.0,6461.0,762186033.2927028
2536,"(33.676026, -117.764558)","(35.210277, -118.832618)",239779.0,10629.0,1189148527.0300357
2537,"(33.676026, -117.764558)","(35.443791, -119.077703)",251816.0,10929.0,1267165447.0058014
2538,"(33.676026, -117.764558)","(34.247415, -118.405835)",93877.0,4315.0,522121345.0508514
2539,"(33.676026, -117.764558)","(35.61701, -119.658905)",295099.0,12595.0,1475226114.123826
2540,"(33.676026, -117.764558)","(35.125636, -118.408202)",247697.0,10924.0,1577543739.284814
2541,"(33.676026, -117.764558)","(36.352663, -119.42401)",361264.0,15310.0,1815183531.6100497
2542,"(33.676026, -117.764558)","(33.928312, -117.558425)",46005.0,2386.0,254074263.4958846
2543,"(33.676026, -117.764558)","(33.921013, -118.221077)",58324.0,2899.0,256957265.91015637
2544,"(33.676026, -117.764558)","(33.832757, -118.235208)",53314.0,2534.0,235361897.4871288
2545,"(33.676026, -117.764558)","(37.275418, -121.866073)",605457.0,25613.0,3016509830.9102154
2546,"(33.676026, -117.764558)","(37.31412, -121.86017)",608406.0,25768.0,3025309304.809442
2547,"(33.676026, -117.764558)","(33.888576, -117.275543)",70430.0,3586.0,451639798.906497
2548,"(33.676026, -117.764558)","(34.065605, -117.554952)",62684.0,3169.0,363556379.1349166
2549,"(33.676026, -117.764558)","(37.110094, -121.015475)",502095.0,20851.0,2533075014.2051163
2550,"(33.676026, -117.764558)","(34.425432, -117.291142)",122576.0,5711.0,864194054.2831578
2551,"(33.676026, -117.764558)","(36.34122, -119.38985)",360805.0,15357.0,1802777201.8472145
2552,"(33.676026, -117.764558)","(33.7822, -118.2108)",55035.0,2666.0,240077201.23772866
2553,"(33.676026, -117.764558)","(37.44836, -122.11823)",635767.0,26906.0,3154244333.9364657
2554,"(33.676026, -117.764558)","(35.6157, -119.65721)",295364.0,12616.0,1476265236.6184006
2555,"(33.676026, -117.764558)","(34.00562, -118.12381)",55058.0,2665.0,257076233.43537834
2556,"(33.676026, -117.764558)","(34.56089, -120.14103)",279046.0,12983.0,1348317364.8482342
2557,"(33.676026, -117.764558)","(35.97851, -114.83517)",441563.0,18667.0,2426522986.3570805
2558,"(33.676026, -117.764558)","(34.81936, -120.23188)",301157.0,14777.0,1440438894.5177536
2559,"(33.676026, -117.764558)","(34.12744, -118.44347)",98113.0,4587.0,570114232.3050073
2560,"(33.676026, -117.764558)","(33.86032, -118.2766)",58150.0,2708.0,263851012.40468585
2561,"(33.676026, -117.764558)","(35.441284, -119.250429)",259801.0,11456.0,1278392300.670499
2562,"(33.676026, -117.764558)","(33.02008, -117.28097)",93329.0,4379.0,428675458.2834777
2563,"(33.676026, -117.764558)","(33.83835, -116.54484)",148283.0,6737.0,747939781.9444282
2564,"(33.676026, -117.764558)","(34.61812, -120.18705)",290942.0,12788.0,1449211544.8248906
2565,"(33.676026, -117.764558)","(35.39038, -119.09019)",249201.0,10938.0,1234674670.4949229
2566,"(33.676026, -117.764558)","(34.65054, -120.4583)",308811.0,13788.0,1489943034.1634676
2567,"(33.676026, -117.764558)","(36.97874, -121.9536)",610877.0,26111.0,3014909233.2974343
2568,"(33.676026, -117.764558)","(35.46767, -119.07412)",254151.0,10974.0,1298812646.9716618
2569,"(33.676026, -117.764558)","(33.89859, -118.27977)",63012.0,2976.0,289426774.60297394
2570,"(33.676026, -117.764558)","(33.7441, -118.19161)",59403.0,2883.0,263798260.0086667
2571,"(33.676026, -117.764558)","(34.07523, -117.29432)",77145.0,3572.0,444856760.6301833
2572,"(36.220567, -115.125553)","(39.586805, -110.813433)",641265.0,25722.0,3652642703.7181144
2573,"(36.220567, -115.125553)","(38.786621, -112.084147)",450693.0,16899.0,2781086702.971611
2574,"(36.220567, -115.125553)","(35.317617, -119.039048)",468295.0,19586.0,2203450939.381075
2575,"(36.220567, -115.125553)","(36.72136, -119.761165)",638593.0,26497.0,3065932756.506726
2576,"(36.220567, -115.125553)","(32.631042, -117.057953)",548964.0,22762.0,2605642873.806409
2577,"(36.220567, -115.125553)","(32.978339, -117.034924)",509745.0,21049.0,2448677132.282086
2578,"(36.220567, -115.125553)","(33.862772, -117.234706)",403256.0,16571.0,2001077808.6604626
2579,"(36.220567, -115.125553)","(34.025657, -118.031019)",425137.0,17690.0,1979133468.4850793
2580,"(36.220567, -115.125553)","(33.968221, -118.109093)",432466.0,17887.0,2011700699.0891697
2581,"(36.220567, -115.125553)","(34.209219, -118.496403)",463770.0,19248.0,2230213176.0140076
2582,"(36.220567, -115.125553)","(34.091688, -117.87986)",402077.0,16640.0,1902020270.3300502
2583,"(36.220567, -115.125553)","(34.23702, -118.597759)",454193.0,19594.0,2138064447.6518486
2584,"(36.220567, -115.125553)","(33.676026, -117.764558)",435864.0,17952.0,2042966617.8715506
2585,"(36.220567, -115.125553)","(33.899899, -118.207088)",446968.0,18615.0,2071502085.3259592
2586,"(36.220567, -115.125553)","(34.047068, -117.634077)",382569.0,15815.0,1833510144.177853
2587,"(36.220567, -115.125553)","(34.042311, -117.584572)",378648.0,15563.0,1815555113.8317945
2588,"(36.220567, -115.125553)","(36.169487, -119.338155)",562811.0,23398.0,2684186899.233538
2589,"(36.220567, -115.125553)","(34.508713, -117.332343)",310623.0,12686.0,1687949884.8532152
2590,"(36.220567, -115.125553)","(34.421443, -119.684178)",552665.0,24179.0,2519239834.0854287
2591,"(36.220567, -115.125553)","(36.590599, -119.4258)",621733.0,26023.0,2967310301.6503243
2592,"(36.220567, -115.125553)","(35.75191, -119.240762)",514384.0,21453.0,2438080477.7327023
2593,"(36.220567, -115.125553)","(34.539391, -117.2962)",306248.0,12495.0,1641853615.848328
2594,"(36.220567, -115.125553)","(36.76452, -119.8305)",643988.0,26592.0,3110772238.678132
2595,"(36.220567, -115.125553)","(40.187357, -111.640443)",595018.0,22288.0,3470399708.2966413
2596,"(36.220567, -115.125553)","(33.887527, -117.571533)",393634.0,16122.0,1877083473.8622026
2597,"(36.220567, -115.125553)","(33.923992, -117.411949)",392579.0,16135.0,1894547424.5907974
2598,"(36.220567, -115.125553)","(34.138664, -117.923766)",405172.0,16783.0,1916495000.7826002
2599,"(36.220567, -115.125553)","(33.860704, -117.865217)",424066.0,17441.0,1988756984.3565888
2600,"(36.220567, -115.125553)","(34.689589, -118.130371)",412117.0,17171.0,2116340978.8002439
2601,"(36.220567, -115.125553)","(34.118101, -116.45646)",385430.0,16859.0,2013458970.3377857
2602,"(36.220567, -115.125553)","(34.886448, -117.079423)",262382.0,10822.0,1355802621.9359057
2603,"(36.220567, -115.125553)","(33.807567, -118.284438)",464632.0,19186.0,2172373522.4530654
2604,"(36.220567, -115.125553)","(33.810331, -118.162929)",456636.0,18882.0,2132514639.767241
2605,"(36.220567, -115.125553)","(33.703906, -117.863732)",439700.0,18104.0,2050508544.5474865
2606,"(36.220567, -115.125553)","(34.059216, -117.722362)",393099.0,16186.0,1891438921.9893076
2607,"(36.220567, -115.125553)","(35.35007, -119.00349)",461140.0,19264.0,2173836912.509831
2608,"(36.220567, -115.125553)","(34.098543, -117.288482)",369600.0,15132.0,1794109137.8857038
2609,"(36.220567, -115.125553)","(33.96068, -117.454372)",390351.0,16149.0,1859679307.7104082
2610,"(36.220567, -115.125553)","(33.71397, -117.996294)",448483.0,18647.0,2075930900.7615747
2611,"(36.220567, -115.125553)","(34.283588, -118.43876)",443842.0,18859.0,2122006747.7413373
2612,"(36.220567, -115.125553)","(34.123436, -118.258072)",439219.0,18140.0,2078436799.270494
2613,"(36.220567, -115.125553)","(34.003413, -117.924743)",415535.0,17059.0,1965489274.0986016
2614,"(36.220567, -115.125553)","(33.78311, -118.222)",460723.0,19128.0,2142686968.932184
2615,"(36.220567, -115.125553)","(36.075856, -119.043996)",547522.0,22939.0,2608358888.4820037
2616,"(36.220567, -115.125553)","(34.060751, -117.578939)",376640.0,15424.0,1820355913.4188263
2617,"(36.220567, -115.125553)","(37.161682, -113.434692)",199816.0,7982.0,1150576281.5274158
2618,"(36.220567, -115.125553)","(33.803166, -117.874464)",431077.0,17701.0,2023957822.8949075
2619,"(36.220567, -115.125553)","(37.081594, -113.576795)",183001.0,7322.0,1009145503.0350786
2620,"(36.220567, -115.125553)","(39.255065, -112.116282)",476790.0,17955.0,2894835762.2378306
2621,"(36.220567, -115.125553)","(34.02094, -117.385415)",377442.0,15745.0,1797436556.3020644
2622,"(36.220567, -115.125553)","(33.845681, -118.344675)",465718.0,19338.0,2173237584.7447653
2623,"(36.220567, -115.125553)","(33.723615, -117.853194)",437063.0,18051.0,2030078206.7819161
2624,"(36.220567, -115.125553)","(32.596725, -117.019495)",554606.0,23004.0,2636885701.4547553
2625,"(36.220567, -115.125553)","(33.342023, -111.663908)",524371.0,24023.0,2439214698.2611904
2626,"(36.220567, -115.125553)","(38.164391, -112.278183)",384369.0,15023.0,2421131831.7395816
2627,"(36.220567, -115.125553)","(32.881785, -111.777561)",553647.0,25154.0,2595593017.944636
2628,"(36.220567, -115.125553)","(33.94366, -117.28033)",392804.0,16119.0,1969771736.2361453
2629,"(36.220567, -115.125553)","(33.862442, -117.993016)",435099.0,17913.0,2032043653.0946183
2630,"(36.220567, -115.125553)","(36.282461, -119.793046)",618220.0,25694.0,2956558403.3866158
2631,"(36.220567, -115.125553)","(34.002873, -117.686257)",393285.0,16194.0,1873044922.0361276
