,pt1,pt2,dist,time,bat
33419,"(38.611125, -90.193753)","(35.201617, -91.732791)",480023.0,20121.0,2394708056.4124603
33420,"(38.611125, -90.193753)","(36.167392, -94.119169)",549283.0,23220.0,2832941513.1002555
33421,"(38.611125, -90.193753)","(35.02927, -94.647628)",722598.0,30089.0,3653831516.857084
33422,"(38.611125, -90.193753)","(39.091195, -94.682103)",412899.0,17643.0,2080294760.1780496
33423,"(38.611125, -90.193753)","(41.738117, -86.333532)",576402.0,24498.0,2905991838.5784116
33424,"(38.611125, -90.193753)","(38.797138, -90.076424)",28849.0,1663.0,125186560.73611236
33425,"(38.611125, -90.193753)","(41.805516, -87.818549)",457565.0,19105.0,2320988967.9822927
33426,"(38.611125, -90.193753)","(39.446197, -87.128195)",297135.0,12395.0,1520330508.537672
33427,"(38.611125, -90.193753)","(35.165628, -86.535068)",627098.0,26206.0,3180118554.025496
33428,"(38.611125, -90.193753)","(41.571315, -87.653619)",455273.0,19059.0,2306648364.542186
33429,"(38.611125, -90.193753)","(42.47014, -92.44708)",552234.0,24196.0,2746957675.294585
33430,"(38.611125, -90.193753)","(42.511462, -90.656075)",540564.0,22762.0,2722407736.166025
33431,"(38.611125, -90.193753)","(41.768307, -88.191536)",443689.0,18813.0,2233283039.472584
33432,"(38.611125, -90.193753)","(41.587098, -87.302188)",496893.0,21103.0,2492220926.0705504
33433,"(38.611125, -90.193753)","(40.46255, -86.11641)",473123.0,20902.0,2342402422.9453073
33434,"(38.611125, -90.193753)","(40.31694, -94.87345)",554289.0,23236.0,2853949310.0941644
33435,"(38.611125, -90.193753)","(39.48295, -88.37203)",207921.0,8847.0,1069802342.7153366
33436,"(38.611125, -90.193753)","(40.42523, -86.90953)",437787.0,18709.0,2189359511.791715
33437,"(38.611125, -90.193753)","(40.421027, -86.917922)",437015.0,18625.0,2189677167.4889603
33438,"(38.611125, -90.193753)","(40.4297, -86.91118)",438537.0,18773.0,2192575079.3829064
33439,"(38.611125, -90.193753)","(40.42231, -86.91705)",437197.0,18651.0,2188843272.4807754
33440,"(38.611125, -90.193753)","(39.93482, -86.02704)",415998.0,17845.0,2097882529.012035
33441,"(38.611125, -90.193753)","(39.87052, -86.14224)",406844.0,17451.0,2038090961.120351
33442,"(38.611125, -90.193753)","(42.0898, -88.24391)",495247.0,21088.0,2501516479.4954066
33443,"(44.83312, -91.44934)","(41.622812, -87.527426)",547748.0,22823.0,2728006548.5276184
33444,"(44.83312, -91.44934)","(41.235148, -96.011954)",747654.0,30801.0,3808756813.362688
33445,"(44.83312, -91.44934)","(44.907104, -91.85321)",35167.0,1772.0,162447948.02122095
33446,"(44.83312, -91.44934)","(45.152388, -93.186274)",162060.0,7247.0,778246164.618527
33447,"(44.83312, -91.44934)","(41.822729, -87.749999)",515617.0,21421.0,2571081055.2205877
33448,"(44.83312, -91.44934)","(44.452916, -88.093151)",307144.0,13299.0,1484754623.71769
33449,"(44.83312, -91.44934)","(43.851658, -91.226449)",134440.0,6428.0,600263474.4415553
33450,"(44.83312, -91.44934)","(42.724204, -87.952181)",428112.0,17653.0,2162732361.7094097
33451,"(44.83312, -91.44934)","(41.010989, -87.276086)",628573.0,26296.0,3142621493.073855
33452,"(44.83312, -91.44934)","(44.044438, -92.514584)",156640.0,8598.0,696327430.6827751
33453,"(44.83312, -91.44934)","(43.985877, -88.583195)",298768.0,12979.0,1462146630.7526357
33454,"(44.83312, -91.44934)","(44.075729, -91.730504)",131349.0,7022.0,559730488.4430492
33455,"(44.83312, -91.44934)","(44.140319, -93.252685)",232624.0,9944.0,1181060484.7740169
33456,"(44.83312, -91.44934)","(43.790766, -87.761889)",389151.0,17049.0,1880616938.8021028
33457,"(44.83312, -91.44934)","(43.058845, -88.204801)",372485.0,15133.0,1897289256.7482483
33458,"(44.83312, -91.44934)","(43.043029, -89.352921)",294848.0,12118.0,1494849895.514049
33459,"(44.83312, -91.44934)","(42.22456, -89.109935)",403817.0,16397.0,2055553424.4007106
33460,"(44.83312, -91.44934)","(44.245683, -88.483089)",289707.0,12702.0,1399846480.8893466
33461,"(44.83312, -91.44934)","(44.288733, -88.477893)",296631.0,12935.0,1446628098.3978066
33462,"(44.83312, -91.44934)","(42.012901, -87.924312)",483144.0,19640.0,2450405443.154702
33463,"(44.83312, -91.44934)","(41.605516, -87.429389)",554413.0,23200.0,2755945206.217156
33464,"(44.83312, -91.44934)","(44.548802, -88.04744)",301356.0,13088.0,1447358337.346536
33465,"(44.83312, -91.44934)","(42.971256, -89.512884)",294147.0,12630.0,1463404077.9048338
33466,"(44.83312, -91.44934)","(41.852403, -87.642494)",514106.0,21089.0,2586476644.3950176
33467,"(44.83312, -91.44934)","(41.54841, -87.85004)",545068.0,22538.0,2740372979.656958
33468,"(44.83312, -91.44934)","(45.217806, -93.598222)",191943.0,8438.0,939058007.5256886
33469,"(44.83312, -91.44934)","(44.100798, -88.541833)",295977.0,12916.0,1437287020.1968312
33470,"(44.83312, -91.44934)","(44.18791, -94.012676)",265075.0,12073.0,1257103763.8942716
33471,"(44.83312, -91.44934)","(44.941101, -92.373596)",77182.0,3462.0,393689838.90476984
33472,"(44.83312, -91.44934)","(42.634544, -89.030406)",349497.0,14270.0,1772072673.034475
33473,"(44.83312, -91.44934)","(42.512003, -90.656218)",311822.0,15619.0,1390031940.9151182
33474,"(44.83312, -91.44934)","(42.94468, -88.110351)",388600.0,15965.0,1971096350.9965522
33475,"(44.83312, -91.44934)","(42.914519, -87.914352)",408158.0,16903.0,2042112837.7074857
33476,"(44.83312, -91.44934)","(42.488499, -92.367561)",328771.0,16781.0,1480369087.124593
33477,"(44.83312, -91.44934)","(44.843646, -93.123553)",146368.0,6484.0,707510150.1567496
33478,"(44.83312, -91.44934)","(44.453927, -87.995461)",311498.0,13587.0,1496178759.680369
33479,"(44.83312, -91.44934)","(44.901294, -91.856412)",35610.0,1824.0,162574679.65725654
33480,"(44.83312, -91.44934)","(42.87166, -87.933821)",411670.0,17020.0,2065899742.890558
33481,"(44.83312, -91.44934)","(44.42734, -89.515467)",198187.0,8447.0,1006943816.7052602
33482,"(44.83312, -91.44934)","(44.91394, -89.64836)",155906.0,6869.0,787112390.5475832
33483,"(44.83312, -91.44934)","(42.728832, -87.955196)",428037.0,17670.0,2158924327.312726
33484,"(44.83312, -91.44934)","(41.490715, -88.141163)",550476.0,22841.0,2744544814.9550986
33485,"(44.83312, -91.44934)","(41.682105, -88.063841)",518210.0,21428.0,2600934712.6495233
33486,"(44.83312, -91.44934)","(43.09407, -89.534911)",275398.0,11622.0,1378427721.91891
33487,"(44.83312, -91.44934)","(41.161411, -96.120182)",761938.0,31424.0,3890172629.752283
33488,"(44.83312, -91.44934)","(45.575899, -94.149195)",252471.0,11272.0,1237828374.3511941
33489,"(44.83312, -91.44934)","(41.58805, -87.419547)",556013.0,23236.0,2769026333.2926397
33490,"(44.83312, -91.44934)","(41.64338, -93.603529)",520311.0,21516.0,2634782403.4089494
33491,"(44.83312, -91.44934)","(41.585882, -90.573456)",420971.0,20451.0,1930681190.7450988
33492,"(44.83312, -91.44934)","(43.090141, -88.909979)",313047.0,12698.0,1602206624.7581248
33493,"(44.83312, -91.44934)","(46.698029, -92.035851)",229477.0,9883.0,1104074284.5067797
33494,"(44.83312, -91.44934)","(43.751366, -88.462334)",329405.0,14191.0,1617299943.1517563
33495,"(44.83312, -91.44934)","(43.194047, -89.33686)",271163.0,11049.0,1388044571.2085943
33496,"(44.83312, -91.44934)","(43.675892, -92.953638)",217166.0,10885.0,1021480324.7698026
33497,"(44.83312, -91.44934)","(44.883888, -93.03055)",135020.0,5986.0,633543623.333618
33498,"(44.83312, -91.44934)","(41.235744, -95.88063)",735390.0,30208.0,3747868663.275455
33499,"(44.83312, -91.44934)","(41.805516, -87.818549)",510618.0,21222.0,2546471497.8759165
33500,"(44.83312, -91.44934)","(43.097179, -87.951142)",400483.0,16762.0,1983351383.8794343
33501,"(44.83312, -91.44934)","(43.090881, -96.174499)",514021.0,23564.0,2500410484.5956144
33502,"(44.83312, -91.44934)","(46.731172, -92.180261)",243675.0,10917.0,1146970633.7278173
33503,"(44.83312, -91.44934)","(41.571315, -87.653619)",542420.0,22556.0,2711487277.977525
33504,"(44.83312, -91.44934)","(41.04622, -95.915192)",770733.0,31939.0,3901126454.6696687
33505,"(44.83312, -91.44934)","(42.47014, -92.44708)",336372.0,17274.0,1512092629.1383815
33506,"(44.83312, -91.44934)","(42.511462, -90.656075)",311832.0,15622.0,1389855709.6678464
33507,"(44.83312, -91.44934)","(43.893228, -91.077717)",143474.0,6659.0,669046510.6572684
33508,"(44.83312, -91.44934)","(41.768307, -88.191536)",492871.0,20867.0,2437283377.4438415
33509,"(44.83312, -91.44934)","(41.587098, -87.302188)",578805.0,24266.0,2878881652.289458
33510,"(44.83312, -91.44934)","(45.412634, -91.84859)",82490.0,3624.0,416845480.35333455
33511,"(44.83312, -91.44934)","(43.07297, -89.38481)",286884.0,12142.0,1429413884.834939
33512,"(44.83312, -91.44934)","(42.0898, -88.24391)",457315.0,18597.0,2336307769.63046
33513,"(41.585882, -90.573456)","(38.966292, -94.715917)",597371.0,24612.0,3059411526.472027
33514,"(41.585882, -90.573456)","(39.834688, -86.25018)",488014.0,20331.0,2458125154.148441
33515,"(41.585882, -90.573456)","(41.622812, -87.527426)",287989.0,12357.0,1407253448.5752323
33516,"(41.585882, -90.573456)","(44.907104, -91.85321)",452217.0,21628.0,2123542529.3409226
33517,"(41.585882, -90.573456)","(45.152388, -93.186274)",544482.0,24720.0,2618501543.4118156
33518,"(41.585882, -90.573456)","(41.822729, -87.749999)",270604.0,11639.0,1320124278.6169949
33519,"(41.585882, -90.573456)","(44.452916, -88.093151)",470558.0,20782.0,2278580402.3909645
33520,"(41.585882, -90.573456)","(43.851658, -91.226449)",306224.0,15811.0,1360822380.0288074
33521,"(41.585882, -90.573456)","(42.724204, -87.952181)",326818.0,14210.0,1612798348.5498326
33522,"(41.585882, -90.573456)","(41.010989, -87.276086)",364397.0,15565.0,1805988007.3268592
33523,"(41.585882, -90.573456)","(40.074011, -86.9067)",422522.0,17349.0,2156226210.7703915
33524,"(41.585882, -90.573456)","(38.134634, -85.737722)",698765.0,29066.0,3501566141.373731
33525,"(41.585882, -90.573456)","(40.70153, -89.642572)",161171.0,6771.0,784940330.1065435
33526,"(41.585882, -90.573456)","(38.373132, -85.747053)",670521.0,27666.0,3377723039.888634
33527,"(41.585882, -90.573456)","(44.044438, -92.514584)",398697.0,18196.0,1933870430.874487
33528,"(41.585882, -90.573456)","(43.985877, -88.583195)",395562.0,17852.0,1906003366.4976263
33529,"(41.585882, -90.573456)","(44.075729, -91.730504)",354177.0,17882.0,1595415599.39994
33530,"(41.585882, -90.573456)","(44.140319, -93.252685)",471447.0,19891.0,2403001549.103672
33531,"(41.585882, -90.573456)","(43.790766, -87.761889)",432601.0,18215.0,2163897999.762401
33532,"(41.585882, -90.573456)","(43.058845, -88.204801)",327068.0,14098.0,1619218316.4415598
33533,"(41.585882, -90.573456)","(43.043029, -89.352921)",256738.0,11472.0,1251251336.1671674
33534,"(41.585882, -90.573456)","(42.22456, -89.109935)",198136.0,8293.0,1003735554.3141936
33535,"(41.585882, -90.573456)","(40.185035, -86.53319)",469266.0,20366.0,2312584670.597398
33536,"(41.585882, -90.573456)","(39.699896, -86.314254)",498615.0,20798.0,2507726140.201239
33537,"(41.585882, -90.573456)","(44.245683, -88.483089)",427649.0,19155.0,2067188669.3215942
33538,"(41.585882, -90.573456)","(39.754424, -86.047376)",511946.0,21472.0,2576520386.0545735
33539,"(41.585882, -90.573456)","(44.288733, -88.477893)",432107.0,19300.0,2097488957.0549796
33540,"(41.585882, -90.573456)","(42.012901, -87.924312)",269153.0,11814.0,1307351480.986259
33541,"(41.585882, -90.573456)","(41.605516, -87.429389)",296380.0,12771.0,1444762825.443116
33542,"(41.585882, -90.573456)","(38.650869, -87.530561)",547666.0,23889.0,2653139764.9204926
33543,"(41.585882, -90.573456)","(44.548802, -88.04744)",483849.0,21339.0,2342025468.0313535
33544,"(41.585882, -90.573456)","(42.971256, -89.512884)",239509.0,10612.0,1191205040.8950632
33545,"(41.585882, -90.573456)","(41.852403, -87.642494)",276751.0,11868.0,1352809328.5027897
33546,"(41.585882, -90.573456)","(41.54841, -87.85004)",256471.0,10779.0,1279673351.981345
33547,"(41.585882, -90.573456)","(39.761489, -86.008987)",517085.0,21796.0,2594246793.742436
33548,"(41.585882, -90.573456)","(40.375027, -86.778277)",448744.0,19032.0,2230132103.566281
33549,"(41.585882, -90.573456)","(45.217806, -93.598222)",609863.0,25756.0,3061821196.004776
33550,"(41.585882, -90.573456)","(44.100798, -88.541833)",407826.0,18332.0,1966907122.7010748
33551,"(41.585882, -90.573456)","(44.18791, -94.012676)",520727.0,22389.0,2577283158.452405
33552,"(41.585882, -90.573456)","(44.941101, -92.373596)",494232.0,23317.0,2359557581.9565544
33553,"(41.585882, -90.573456)","(42.634544, -89.030406)",241441.0,10289.0,1212132256.2335134
33554,"(41.585882, -90.573456)","(42.512003, -90.656218)",109821.0,4965.0,517046501.5385761
33555,"(41.585882, -90.573456)","(42.94468, -88.110351)",317881.0,13237.0,1618825573.5653417
33556,"(41.585882, -90.573456)","(42.914519, -87.914352)",339258.0,14330.0,1687274185.9651055
33557,"(41.585882, -90.573456)","(42.488499, -92.367561)",215864.0,9178.0,1088662396.450347
33558,"(41.585882, -90.573456)","(44.843646, -93.123553)",506816.0,22810.0,2448871944.8501644
33559,"(41.585882, -90.573456)","(38.89357, -94.36045)",601249.0,24835.0,3069427504.0848484
33560,"(41.585882, -90.573456)","(44.453927, -87.995461)",481094.0,21360.0,2317182403.293558
33561,"(41.585882, -90.573456)","(44.901294, -91.856412)",452659.0,21680.0,2121933051.7121649
33562,"(41.585882, -90.573456)","(42.87166, -87.933821)",342770.0,14448.0,1710765412.6728957
33563,"(41.585882, -90.573456)","(44.42734, -89.515467)",395250.0,18148.0,1918093902.9686084
33564,"(41.585882, -90.573456)","(44.91394, -89.64836)",455084.0,20572.0,2231154937.801206
33565,"(41.585882, -90.573456)","(38.958804, -85.837944)",602572.0,24953.0,3035257141.466636
33566,"(41.585882, -90.573456)","(38.971499, -92.294316)",419653.0,19934.0,1968514738.2129319
33567,"(41.585882, -90.573456)","(38.739127, -90.388246)",449308.0,18779.0,2242242721.022359
33568,"(41.585882, -90.573456)","(38.156773, -85.680368)",699112.0,29067.0,3500059839.3950515
33569,"(41.585882, -90.573456)","(38.76094, -90.066043)",414631.0,17058.0,2078736406.7900038
33570,"(41.585882, -90.573456)","(42.728832, -87.955196)",326559.0,14222.0,1607824038.0961518
33571,"(41.585882, -90.573456)","(41.490715, -88.141163)",229172.0,9498.0,1142270411.3145578
33572,"(41.585882, -90.573456)","(41.682105, -88.063841)",252046.0,10507.0,1273113908.6635463
33573,"(41.585882, -90.573456)","(43.09407, -89.534911)",245175.0,11300.0,1180017950.198949
33574,"(41.585882, -90.573456)","(39.913404, -86.259803)",486880.0,20592.0,2442576811.0438285
33575,"(41.585882, -90.573456)","(45.575899, -94.149195)",677176.0,28659.0,3404995516.7723436
33576,"(41.585882, -90.573456)","(41.58805, -87.419547)",294708.0,12630.0,1442798848.1957462
33577,"(41.585882, -90.573456)","(41.64338, -93.603529)",259499.0,10665.0,1337948359.4373546
33578,"(41.585882, -90.573456)","(38.611125, -90.193753)",433930.0,18050.0,2159418825.2935185
33579,"(41.585882, -90.573456)","(44.83312, -91.44934)",420877.0,20421.0,1958485835.812192
33580,"(41.585882, -90.573456)","(43.090141, -88.909979)",300385.0,13302.0,1469850634.2857316
33581,"(41.585882, -90.573456)","(43.751366, -88.462334)",378106.0,16785.0,1831730405.1301894
33582,"(41.585882, -90.573456)","(43.194047, -89.33686)",281171.0,12539.0,1374800343.5580459
33583,"(41.585882, -90.573456)","(43.675892, -92.953638)",382525.0,17398.0,1873685950.213315
33584,"(41.585882, -90.573456)","(39.088255, -94.732123)",590446.0,24215.0,3011743212.0817833
33585,"(41.585882, -90.573456)","(39.719763, -86.264129)",501050.0,20761.0,2533935419.473469
33586,"(41.585882, -90.573456)","(39.926194, -86.108451)",498462.0,21166.0,2484525635.404661
33587,"(41.585882, -90.573456)","(39.149026, -94.617479)",577518.0,23613.0,2951500004.4691234
33588,"(41.585882, -90.573456)","(39.13353, -94.523119)",570157.0,23265.0,2914996351.9545927
33589,"(41.585882, -90.573456)","(44.883888, -93.03055)",509620.0,22994.0,2438266824.312401
33590,"(41.585882, -90.573456)","(39.091195, -94.682103)",587391.0,24045.0,3001265205.5161824
33591,"(41.585882, -90.573456)","(41.738117, -86.333532)",394959.0,17039.0,1948710081.503261
33592,"(41.585882, -90.573456)","(38.797138, -90.076424)",419731.0,17404.0,2087710807.1561136
33593,"(41.585882, -90.573456)","(41.805516, -87.818549)",263209.0,11328.0,1291403296.0407906
33594,"(41.585882, -90.573456)","(39.446197, -87.128195)",480343.0,20570.0,2371830897.3482604
33595,"(41.585882, -90.573456)","(43.097179, -87.951142)",350338.0,15002.0,1720422254.9970648
33596,"(41.585882, -90.573456)","(41.571315, -87.653619)",273831.0,11600.0,1350940057.3284721
33597,"(41.585882, -90.573456)","(42.47014, -92.44708)",220006.0,9292.0,1120701385.9150686
33598,"(41.585882, -90.573456)","(42.511462, -90.656075)",109832.0,4968.0,516883477.96070987
33599,"(41.585882, -90.573456)","(43.893228, -91.077717)",304698.0,15402.0,1381929190.7244132
33600,"(41.585882, -90.573456)","(41.768307, -88.191536)",229109.0,9690.0,1138866391.453341
33601,"(41.585882, -90.573456)","(41.587098, -87.302188)",315450.0,13643.0,1541796385.1049323
33602,"(41.585882, -90.573456)","(45.412634, -91.84859)",502601.0,23896.0,2380910866.482737
33603,"(41.585882, -90.573456)","(40.46255, -86.11641)",507152.0,22283.0,2480378290.1851826
33604,"(41.585882, -90.573456)","(43.07297, -89.38481)",255468.0,11631.0,1233264635.1346898
33605,"(41.585882, -90.573456)","(40.31694, -94.87345)",499246.0,22182.0,2463122061.2955413
33606,"(41.585882, -90.573456)","(39.48295, -88.37203)",382297.0,15859.0,1926807856.896999
33607,"(41.585882, -90.573456)","(40.42523, -86.90953)",441466.0,18988.0,2166434670.66481
33608,"(41.585882, -90.573456)","(40.421027, -86.917922)",442471.0,19100.0,2166000909.445603
33609,"(41.585882, -90.573456)","(40.4297, -86.91118)",441282.0,18954.0,2169458502.2843146
33610,"(41.585882, -90.573456)","(40.42231, -86.91705)",442627.0,19137.0,2164453859.5445747
33611,"(41.585882, -90.573456)","(39.93482, -86.02704)",506897.0,21765.0,2511370617.419374
33612,"(41.585882, -90.573456)","(39.87052, -86.14224)",496509.0,20984.0,2473813168.082296
33613,"(41.585882, -90.573456)","(42.0898, -88.24391)",232194.0,10754.0,1113725581.3274941
33614,"(43.090141, -88.909979)","(39.834688, -86.25018)",497611.0,21643.0,2435269206.8802714
33615,"(43.090141, -88.909979)","(41.622812, -87.527426)",255886.0,11569.0,1197767367.2654052
33616,"(43.090141, -88.909979)","(44.907104, -91.85321)",343925.0,13858.0,1777992878.9180138
33617,"(43.090141, -88.909979)","(45.152388, -93.186274)",470817.0,19333.0,2396896951.3899474
