src,dst,pt1_lat,pt1_lon,pt2_lat,pt2_lon,dist,time,bat
4,1,39.058754,-95.667854,36.093705,-95.863764,370284.0,16899.0,
4,2,39.058754,-95.667854,36.144924,-97.086989,413252.0,16049.0,
4,3,39.058754,-95.667854,35.35468,-94.437379,568643.0,23158.0,
4,4,39.058754,-95.667854,35.463717,-97.619498,480724.0,18576.0,
4,5,39.058754,-95.667854,35.494079,-97.511596,468576.0,18041.0,
4,6,39.058754,-95.667854,36.264897,-95.854698,350336.0,16054.0,
4,7,39.058754,-95.667854,37.215692,-93.306068,356130.0,15375.0,
4,8,39.058754,-95.667854,41.235148,-96.011954,273840.0,11959.0,
4,9,39.058754,-95.667854,40.849302,-96.771971,282358.0,12722.0,
4,10,39.058754,-95.667854,35.382404,-92.390824,617179.0,28043.0,
4,11,39.058754,-95.667854,35.924917,-95.000686,432086.0,20189.0,
4,12,39.058754,-95.667854,35.853211,-94.989243,465670.0,20629.0,
4,13,39.058754,-95.667854,35.434767,-97.424626,473263.0,18283.0,
4,14,39.058754,-95.667854,36.106651,-97.051781,417585.0,16393.0,
4,15,39.058754,-95.667854,35.539229,-98.659654,579861.0,22201.0,
4,16,39.058754,-95.667854,35.246922,-97.461247,494575.0,19151.0,
4,17,39.058754,-95.667854,35.464849,-97.584064,476309.0,18375.0,
4,18,39.058754,-95.667854,35.457897,-97.688507,486866.0,18837.0,
4,19,39.058754,-95.667854,36.127685,-95.995789,357435.0,16798.0,
4,20,39.058754,-95.667854,36.434113,-99.427596,553805.0,22478.0,
4,21,39.058754,-95.667854,35.40817,-99.379767,650450.0,24964.0,
4,22,39.058754,-95.667854,35.608029,-97.530713,460952.0,17630.0,
4,23,39.058754,-95.667854,35.490972,-98.967096,609828.0,23404.0,
4,24,39.058754,-95.667854,35.838731,-94.631014,466925.0,21896.0,
4,25,39.058754,-95.667854,35.106478,-92.43572,723984.0,28665.0,
4,26,39.058754,-95.667854,37.737099,-97.32375,224065.0,8992.0,
4,27,39.058754,-95.667854,35.395749,-97.267868,488832.0,18960.0,
4,28,39.058754,-95.667854,42.488499,-92.367561,588662.0,25178.0,
4,29,39.058754,-95.667854,38.89357,-94.36045,129472.0,5585.0,
4,30,39.058754,-95.667854,38.971499,-92.294316,306002.0,12637.0,
4,31,39.058754,-95.667854,38.96627,-95.700495,12528.0,864.0,
4,32,39.058754,-95.667854,37.199194,-93.402643,365988.0,15661.0,
4,33,39.058754,-95.667854,35.335799,-94.384145,566696.0,22891.0,
4,34,39.058754,-95.667854,41.161411,-96.120182,264925.0,11921.0,
4,35,39.058754,-95.667854,35.309665,-99.631741,676687.0,25961.0,
4,36,39.058754,-95.667854,36.249164,-95.333829,376790.0,17322.0,
4,37,39.058754,-95.667854,36.127057,-96.352955,388578.0,18010.0,
4,38,39.058754,-95.667854,35.58558,-97.58744,468750.0,18089.0,
4,39,39.058754,-95.667854,41.64338,-93.603529,419520.0,17097.0,
4,40,39.058754,-95.667854,39.088255,-94.732123,90037.0,3702.0,
